,Review
155,"['I', 'admit', 'Im', 'lazy', 'movie', 'watcher', 'big', 'dubbing', 'foreign', 'movie', 'subtitle', 'I', 'kept', 'hearing', 'Squid', 'Game', 'I', 'hesitantThis', 'movie', 'amazing', 'written', 'interesting', 'storyIve', 'seen', 'bag', 'VIPs', 'I', 'agree', 'weakest', 'point', 'hard', 'fault', 'elseCant', 'wait', 'season', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
976,"['Me', 'missus', 'really', 'enjoyed', 'series', 'watched', 'eveningSaying', 'thought', 'ending', 'little', 'predictable', 'inclination', 'ending', 'episode', 'Give', 'watch', 'mean', 'there', 'really', 'good', 'character', 'action', 'dont', 'expect', 'blockbuster', 'ending', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
333,"['Ill', 'series', 'high', 'A', 'lot', 'clichés', 'familiar', 'trope', 'collide', 'I', 'definitely', 'watch', 'series', 'offered', 'avenue', 'If', 'youre', 'young', 'dont', 'watch', 'lot', 'moviesseries', 'hype', 'Enjoy', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
465,"['OUTSTANDINGWell', 'knowing', 'hype', 'I', 'decided', 'watch', 'weekend', 'I', 'speechlessThe', 'performance', 'main', 'lead', 'satisfying', 'real', 'concept', 'creative', 'allow', 'imagination', 'called', 'perfect', 'mindboggling', 'cinema', 'episode', 'going', 'stay', 'long', 'long', 'time', 'Must', 'watch', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
174,"['Honestly', 'skipped', 'story', 'player', 'background', 'But', 'game', 'began', 'play', 'gripping', 'game', 'stage', 'excited', 'This', 'serial', 'mix', 'Hunger', 'Games', 'Saw', 'Youll', 'expect', 'bos', 'deadly', 'game', 'watched', 'Saw', 'movie', 'youll', 'know', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
652,"['Im', 'really', 'understanding', 'popular', 'Im', 'half', 'way', 'primary', 'character', 'likeable', 'The', 'main', 'guy', 'gambled', 'away', 'life', 'including', 'relationship', 'daughter', 'The', 'woman', 'whiny', 'annoying', 'The', 'rival', 'classic', 'vicious', 'bully', 'The', 'character', 'Im', 'really', 'rooting', 'Pakistani', 'The', 'story', 'interesting', 'werent', 'bad', 'choice', 'Im', 'just', 'having', 'hard', 'time', 'getting', 'series', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
761,"['I', 'just', 'imagined', 'type', 'game', 'mind', 'thought', 'real', 'series', 'And', 'series', 'play', 'feeling', 'example', 'want', 'player', 'alive', 'die', 'hurt', 'I', 'loved', 'enjoyed', 'series', 'episode', 'hurtful', 'And', 'VIPs', 'ruined', 'shitty', 'acting', 'VIPs', 'I', 'happy', 'ending', 'Season', 'Squid', 'game', 'coming', 'soon', 'year', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
997,"['Did', 'really', 'know', 'expect', 'going', 'goodness', 'The', 'acting', 'cast', 'incredibleexcept', 'american', 'thats', 'okay', 'didnt', 'big', 'role', 'My', 'goodness', 'emotional', 'toll', 'phenominal', 'Tears', 'shed', 'heart', 'broken', 'anger', 'boiling', 'I', 'rarely', 'finish', 'show', 'grip', 'unbelievable', 'I', 'took', 'sick', 'day', 'school', 'spent', 'binging', 'No', 'regret', 'So', 'happy', 'sad', 'watching', 'show😔', 'brilliantly', 'love', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
777,"['Simply', 'immersive', 'Thats', 'general', 'consensus', 'I', 'episode', 'binging', 'lost', 'track', 'meditative', 'scope', 'The', 'filmaking', 'level', 'Its', 'revolutionary', 'Dont', 'want', 'spoil', 'Must', 'watchthe', 'acting', 'just', 'superb', 'guessingThe', 'genre', 'spoil', 'mysterydystopia', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1122,"['Only', 'hated', 'american', 'Worst', 'story', 'unnecessary', 'distraction', 'terrible', 'actingI', 'right', 'beginning', 'I', 'really', 'dont', 'care', 'I', 'dont', 'care', 'thing', 'predictable', 'didnt', 'ruin', 'series', 'GREAT', 'STORYIDEA', 'foe', 'american', 'SUPERB', 'writting', 'great', 'acting', 'stupid', 'american', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
101,"['I', 'liked', 'episode', 'slow', 'I', 'watch', 'X', 'speed', 'All', 'odd', 'entertaining', 'series', 'nicely', 'designed', 'unique', 'claim', 'I', 'know', 'actor', 'poorly', 'directed', 'bad', 'acting', 'cultural', 'thing', 'I', 'thought', 'character', 'overactingIf', 'seen', 'The', 'Hostel', 'franchise', 'Funhouse', 'The', 'Maze', 'Runner', 'Battle', 'Royale', 'Saw', 'franchise', 'recognize', 'lot', 'series', 'However', 'Squid', 'Game', 'stand', 'colorful', 'design', 'imaginative', 'theme', 'I', 'liked', 'Definitely', 'worth', 'shot', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
644,"['Its', 'definitely', 'series', 'amazing', 'performance', 'actor', 'Waiting', 'season', 'eagerly', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
679,"['Good', 'great', 'th', 'episodebut', 'best', 'TV', 'history', 'like', 'reviewer', 'said', 'Cmon', 'hype', 'year', 'people', 'saying', 'TV', 'just', 'end', 'watching', 'GOAT', 'Those', 'review', 'biasing', 'rating', 'IMDB', 'It', 'Ok', 'score', 'review', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
894,"['When', 'heard', 'thing', 'came', 'mind', 'Money', 'Heist', 'And', 'exactly', 'robbery', 'lot', 'unnecesary', 'extra', 'season', 'I', 'thought', 'huge', 'budget', 'spend', 'set', 'CGI', 'entertainment', 'dialogue', 'storyline', 'given', 'bunch', 'guy', 'know', 'lame', 'predictible', 'money', 'maker', 'seriesI', 'gave', 'try', 'watching', 'episode', 'started', 'think', 'judgement', 'mistakeFor', 'moment', 'caught', 'mistery', 'unpredictable', 'event', 'complex', 'moral', 'issue', 'You', 'judge', 'competitor', 'time', 'realize', 'probably', 'monstrosity', 'commiting', 'You', 'great', 'acting', 'scene', 'make', 'fantasize', 'abouth', 'old', 'day', 'South', 'Korea', 'playing', 'infantile', 'game', 'debt', 'guilt', 'trauma', 'Even', 'tough', 'im', 'korean', 'Korea', 'felt', 'nostalgiaThen', 'start', 'flaw', 'matter', 'coherence', 'wich', 'try', 'ignore', 'having', 'pleasent', 'experience', 'And', 'moment', 'You', 'try', 'understand', 'unnecesary', 'plot', 'young', 'police', 'extremely', 'easily', 'break', 'secret', 'dangerous', 'facility', 'runned', 'cruel', 'wealthy', 'organization', 'running', 'game', 'problem', 'decade', 'If', 'thats', 'showrunners', 'terrible', 'incoherent', 'explanation', 'missing', 'brother', 'Its', 'like', 'tape', 'series', 'came', 'mistake', 'Mission', 'Impossible', 'scene', 'middle', 'itTheres', 'scene', 'cliché', 'dialogue', 'make', 'wonder', 'series', 'looking', 'play', 'safe', 'hit', 'term', 'Netflix', 'view', 'daring', 'complex', 'drama', 'expecting', 'beMy', 'problem', 'episode', 'realized', 'wasnt', 'empathizing', 'characthers', 'exception', 'competitor', 'courseAnd', 'arrived', 'Climax', 'series', 'Episode', 'The', 'moral', 'concept', 'taken', 'way', 'game', 'competitor', 'pick', 'closest', 'partner', 'knowing', 'theyre', 'gon', 'na', 'eliminate', 'You', 'real', 'face', 'characthers', 'cast', 'best', 'perfomances', 'Theres', 'lot', 'betrayal', 'hesitation', 'tension', 'characther', 'exploration', 'development', 'course', 'heartbreaking', 'ending', 'main', 'elimination', 'It', 'perfect', 'ending', 'JyYeong', 'Ali', 'old', 'beloved', 'After', 'perfect', 'episode', 'blown', 'reality', 'show', 'continues', 'fell', 'apart', 'One', 'interesting', 'characthers', 'SaeByeok', 'get', 'fataly', 'injured', 'stupid', 'meaningless', 'way', 'The', 'plot', 'police', 'guy', 'confirms', 'totally', 'unnecesary', 'The', 'closure', 'game', 'decent', 'The', 'plot', 'twist', 'old', 'man', 'host', 'game', 'just', 'stupid', 'gave', 'bad', 'closure', 'characther', 'originally', 'great', 'arc', 'The', 'scene', 'protagonist', 'doesnt', 'plane', 'order', 'fight', 'organization', 'Am', 'I', 'watching', 'John', 'Wick', 'What', 'daughter', 'promise', 'lie', 'anymore', 'care', 'It', 'like', 'destroyed', 'characther', 'developmentIt', 'like', 'cult', 'classic', 'instead', 'preferred', 'popular', 'easy', 'digest', 'Netflix', 'hit', 'expecting', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
969,"['It', 'grew', 'episode', 'addictive', 'say', 'It', 'lost', 'appeal', 'VIPs', 'introduced', 'rich', 'American', 'businessmen', 'pay', 'people', 'killed', 'I', 'story', 'really', 'bad', 'acting', 'dialogue', 'guy', 'cringeworthy', 'Shame', 'KoreanPakistani', 'cast', 'exellent', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
44,"['Great', 'Korean', 'drama', 'perceivable', 'N', 'American', 'Audience', 'Similar', 'story', 'attempt', 'past', 'great', 'blend', 'Drama', 'little', 'unpleasantries', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
429,"['Had', 'gripped', 'beginning', 'endSome', 'plot', 'line', 'signposted', 'v', 'obviously', 'edge', 'seat', 'viewing', 'I', 'love', 'open', 'end', 'leaf', 'imagining', 'conclusion', 'Well', 'acted', 'good', 'character', 'development', 'heart', 'breaking', 'whilst', 'entirely', 'original', 'going', 'make', 'stand', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
730,"['The', 'acting', 'character', 'development', 'main', 'cast', 'outstanding', 'The', 'storyline', 'AMAZING', 'I', 'hooked', 'straight', 'awayIt', 'received', 'VIP', 'acting', 'better', 'shockingly', 'bad', 'hard', 'ignoreAnd', 'little', 'thing', 'finishedexplained', 'The', 'coughing', 'morse', 'code', 'The', 'battery', 'life', 's', 'phone', 'leader', 'us', 'landlineThe', 'police', 'chief', 'definitely', 'caught', 'police', 'guy', 'saying', 'phone', 'Why', 'backup', 'whatsoever', 'sent', 'locationWhy', 'did', 'guy', 'just', 'bit', 'leg', 'stabbed', 'twice', 'able', 'fight', 'win', 'Im', 'guessing', 'just', 'gave', 'wanted', 'winThe', 'married', 'couple', 'returned', 'acted', 'shocked', 'leave', 'alive', 'They', 'knew', 'winner', 'endI', 'super', 'gutted', 'girl', 'randomly', 'impaled', 'glass', 'did', 'blow', 'glass', 'killed', 'finalist', 'risking', 'losing', 'final', 'winnerWas', 'called', 'number', 'secretly', 'winner', 'Did', 'secretly', 'want', 'let', 'win', 'Did', 'allow', 'happen', 'Isnt', 'going', 'fairness', 'game', 'winning', 'Squid', 'Game', 'child', 'scene', 'pilot', 'episode', 'totally', 'ruined', 'series', 'I', 'KNEW', 'final', 'game', 'OBVIOUS', 'going', 'win', 'I', 'enjoyed', 'ride', 'flash', 'game', 'I', 'havent', 'seen', 'make', 'comment', 'did', 'forget', 'itHis', 'hair', 'looked', 'awful', 'red', 'That', 'allWhy', 'did', 'suddenly', 'impulsive', 'want', 'hunt', 'gamers', 'Will', 'season', 'I', 'dont', 'understand', 'think', 'police', 'dont', 'believe', 'leaderVIPs', 'billionaire', 'hide', 'everythingkill', 'everyoneHe', 'abandoned', 'daughter', 'AGAINHe', 'going', 'ditch', 'prize', 'money', 'AGAINWhen', 'group', 'people', 'released', 'prize', 'money', 'meant', 'bereaved', 'family', 'majority', 'returned', 'prize', 'money', 'remained', 'Does', 'mean', 'lying', 'secretly', 'lied', 'lot', 'plot', 'hole', 'oversightThe', 'leader', 'said', 'eye', 'didnt', 'return', 'game', 'round', 'Im', 'correct', 'came', 'I', 'expecting', 'flash', 'outside', 'tracking', 'people', 'downOne', 'masked', 'gang', 'mentioned', 'door', 'tunnel', 'ladder', 'thing', 'opened', 'bomb', 'opened', 'later', 'series', 'whilst', 'grinning', 'leader', 'bomb', 'went', 'I', 'expecting', 'massive', 'explosion', 'point', 'planted', 'head', 'happened', 'Bit', 'disappointed', 'thatHow', 'did', 'annoying', 'woman', 'survive', 'When', 'asked', 'partner', 'left', 'did', 'let', 'survive', 'But', 'weak', 'underdog', 'That', 'make', 'sense', 'survived', 'round', 'didnt', 'competeThe', 'police', 'man', 'just', 'dumped', 'diving', 'gear', 'rock', 'tracked', 'I', 'kept', 'thinking', 'chuck', 'water', 'theyre', 'thrown', 'left', 'easily', 'foundAnother', 'police', 'man', 'He', 'trying', 'brother', 'recently', 'untraceable', 'His', 'brother', 'leader', 'clearly', 'long', 'time', 'How', 'doe', 'work', 'Or', 'disappeared', 'latest', 'game', 'This', 'definitely', 'needed', 'explanationNow', 'I', 'think', 'A', 'LOT', 'plot', 'hole', 'watching', 'I', 'started', 'analysing', 'I', 'thoroughly', 'enjoyed', 'itI', 'recommend', 'likely', 'watch', 'I', 'love', 'geeking', 'like', 'thats', 'I', 'know', 'Ive', 'loved', 'I', 'stop', 'thinking', 'analysing', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
922,"['The', 'show', 'writer', 'need', 'time', 'script', 'polish', 'rough', 'edge', 'As', 'American', 'I', 'dont', 'know', 'principal', 'actor', 'VIPs', 'I', 'agree', 'main', 'actor', 'werent', 'given', 'best', 'material', 'placeMisogyny', 'run', 'rampant', 'writer', 'room', 'unfair', 'woman', 'actor', 's', 'melodramatic', 'saccharineBut', 'fun', 'Lots', 'blood', 'Weirdness', 'Almost', 'John', 'Watersesque', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
233,"['Literally', 'gave', 'intensely', 'obsessed', 'Thats', 'thats', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
852,"['There', 'good', 'thing', 'say', 'good', 'actor', 'good', 'cinematography', 'good', 'ideasBut', 'smoke', 'mirror', 'hide', 'main', 'flow', 'soul', 'Everything', 'engineered', 'feel', 'real', 'When', 'hundred', 'people', 'stand', 'distribute', 'evenly', 'space', 'When', 'hundred', 'body', 'scattered', 'evenly', 'field', 'When', 'vote', 'distribution', 'Yes', 'No', 'kept', 'evenly', 'look', 'like', 'just', 'realized', 'need', 'think', 'suspense', 'The', 'bad', 'guy', 'total', 'Nazis', 'good', 'guy', 'banal', 'similar', 'Hunger', 'GamesThis', 'engineered', 'make', 'excited', 'like', 'player', 'looking', 'huge', 'piggy', 'bank', 'swallow', 'eagerly', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1003,"['One', 'amazing', 'series', 'I', 'watched', 'day', 'day', 'Korean', 'drama', 'prof', 'best', 'If', 'feeling', 'bored', 'repetitive', 'idea', 'Hollywood', 'drama', 'just', 'watch', 'Squid', 'Game', 'idea', 'just', 'fresh', 'packet', 'actor', 'capable', 'music', 'perfect', 'You', 'just', 'simply', 'ignore', 'episode', 'like', 'addiction', 'continue', 'watch🤗', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
820,"['One', 'mind', 'blowing', 'web', 'series', 'available', 'Netflix', 'Just', 'unpredictable', 'loved', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
715,"['Nostalgia', 'Reminded', 's', 'I', 'went', 'phase', 'buying', 'renting', 'VHS', 'tape', 'tartan', 'label', 'From', 'I', 'sleep', 'This', 'good', 'hook', 'However', 'like', 'review', 'slightly', 'ruined', 'cheezy', 'B', 'list', 'VIP', 'actor', 'Its', 'like', 'ran', 'actor', 'late', 'season', 'grabbed', 'guy', 'bar', 'Please', 'note', 'installment', 'entertaining', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
332,"['I', 'intrigued', 'finally', 'watch', 'I', 'managed', 'avoid', 'spoiler', 'Just', 'head', 'review', 'opinion', 'contain', 'spoiler', 'steer', 'clear', 'want', 'avoid', 'yourselfThe', 'concept', 'series', 'pretty', 'damn', 'cool', 'compelling', 'The', 'set', 'cinematography', 'music', 'character', 'design', 'story', 'thought', 'exceptionally', 'Really', 'amazingThe', 'acting', 'really', 'good', 'VIPs', 'I', 'looking', 'forward', 'meeting', 'experience', 'involvement', 'introduced', 'I', 'feel', 'series', 'started', 'fall', 'apart', 'There', 'immersion', 'broken', 'introduction', 'didnt', 'really', 'serve', 'purpose', 'eitherAll', 'game', 'main', 'content', 'really', 'final', 'episode', 'really', 'lost', 'I', 'wasnt', 'interested', 'way', 'ended', 'felt', 'It', 'wasnt', 'good', 'wrap', 'This', 'disappointing', 'episode', 'really', 'edge', 'seat', 'kind', 'viewing', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
51,"['Man', 'This', 'showDoes', 'right', 'best', 'time', 'Just', 'forget', 'make', 'feel', 'brilliantly', 'smart', 'come', 'whack', 'faceLike', 'contemporary', 'brilliantly', 'fuse', 'comedy', 'horror', 'psychological', 'way', 'I', 'say', 'I', 'really', 'want', 'like', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1176,"['The', 'series', 'definitely', 'pro', 'con', 'They', 'interesting', 'story', 'completely', 'credible', 'I', 'definitely', 'expecting', 'explanation', 'game', 'I', 'got', 'pretty', 'lukewarm', 'convincing', 'Some', 'character', 'quite', 'poorly', 'portrayed', 'processed', 'The', 'acting', 'time', 'artificial', 'The', 'series', 'bad', 'definitely', 'overrated', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1118,"['I', 'love', 'typical', 'hero', 'journey', 'MarvelDC', 'moviesseries', 'different', 'entirely', 'breath', 'fresh', 'airUnexpectedly', 'I', 'opened', 'Netflix', 'account', 'show', 'plot', 'synopsis', 'grabbed', 'attention', 'Next', 'thing', 'I', 'know', 'Im', 'getting', 'pulled', 'way', 'unexpected', 'day', 'binge', 'session', 'hoursThe', 'slow', 'time', 'boring', 'just', 'taking', 'time', 'brutal', 'fatality', 'brutal', 'The', 'character', 'troubled', 'flaw', 'main', 'character', 'That', 'felt', 'fresh', 'compared', 'typical', 'Hollywood', 'protagonist', 'likable', 'ton', 'charisma', 'humorCreative', 'story', 'wise', 'graphic', 'I', 'loved', 'look', 'location', 'game', 'room', 'character', 'Speaking', 'Marvel', 'costume', 'Frontman', 'make', 'great', 'Dr', 'Doom', 'outfitAnyway', 'long', 'story', 'short', 'just', 'watch', 'You', 'wont', 'regret']"
808,"['I', 'really', 'enjoyed', 'wait', 'second', 'seasonI', 'really', 'liked', 'character', 'invested', 'themA', 'thing', 'I', 'didnt', 'like', 'I', 'wished', 'focused', 'game', 'A', 'lot', 'episode', 'focused', 'charactersI', 'wish', 'main', 'character', 'daughter', 'That', 'bit', 'annoying', 'I', 'like', 'characterI', 'dont', 'understand', 'point', 'game', 'offering', 'money', 'I', 'wish', 'explained', 'better', 'Seemed', 'like', 'tried', 'I', 'dont', 'itBut', 'thing', 'enjoyable', 'unique', 'I', 'edge', 'seat', 'time', 'I', 'remind', 'tvThere', 'twist', 'like', 'twist', 'like', 'I', 'doHighly', 'recommend']"
231,"['Overrall', 'good', 'concern', 'acting', 'felt', 'cringy', 'annoying', 'time', 'skipped', 'scene', 'bcz', 'poor', 'acting', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
451,"['An', 'absolute', 'thriller', 'The', 'comedy', 'get', 'guard', 'midst', 'nail', 'biting', 'story', 'Enjoyed', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
210,"['Korean', 'Chinese', 'JapaneseDear', 'HollywoodR', 'I', 'P', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
140,"['The', 'episode', 'hit', 'like', 'hard', 'punch', 'stomach', 'Original', 'produced', 'series', 'Disturbing', 'bizarre', 'unpredictable', 'Many', 'good', 'character', 'big', 'exception', 'VIP', 'people', 'bad', 'acting', 'Korean', 'filmmaker', 'ability', 'make', 'high', 'quality', 'drama', 'You', 'kept', 'edge', 'seat', 'half', 'series', 'Then', 'loses', 'steam', 'focus', 'The', 'ending', 'bit', 'disappointing', 'opening', 'second', 'season', 'feel', 'totally', 'unncessary', 'One', 'season', 'good', 'watch', 'notfaintheartedviewers', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
394,"['Battle', 'Royale', 'path', 'I', 'star', 'movie', 'paved', 'way', 'showIf', 'dont', 'like', 'thriller', 'sparkled', 'bit', 'gore', 'youd', 'better', 'pas', 'youre', 'great', 'rideIt', 'dark', 'character', 'development', 'In', 'episode', 'attached', 'themDont', 'listen', 'people', 'discussing', 'violence', 'worse', 'Hollywood', 'psychological', 'scenarioThere', 'plenty', 'left', 'explanation', 'frustrating', 'way', 'More', 'I', 'let', 'viewer', 'decide', 'Great', 'addition', 'Netflic', 'catalog', 'allover']"
1090,"['Episode', 'really', 'got', 'hardOnly', 'thing', 'subtitle', 'need', 'improvedNever', 'tear', 'Amazing', 'series', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
615,"['This', 'Korean', 'Series', 'I', 'watched', 'I', 'glad', 'I', 'gave', 'agoLee', 'Jungjae', 'Seong', 'Gihun', 'Given', 'fact', 'main', 'character', 'given', 'responsibility', 'capturing', 'audience', 'initial', 'introduction', 'gave', 'amazing', 'performance', 'seriesThe', 'nice', 'mix', 'gripponh', 'dramatic', 'thriller', 'slightly', 'comedic', 'element', 'wasnt', 'forced', 'I', 'liked', 'way', 'got', 'sense', 'background', 'main', 'character', 'No', 'doubt', 'costume', 'symbolism', 'going', 'iconic', 'So', 'credit', 'Hwang', 'Donghyuk', 'coming', 'conceptI', 'think', 'performance', 'Anupam', 'Tripathi', 'Abdul', 'Ali', 'commended', 'For', 'Korean', 'Series', 'achieve', 'diversity', 'great', 'played', 'role', 'teeSo', 'played', 'Korea', 'spot', 'chart', 'quite', 'achievement', 'I', 'gave', 'IMDb', 'really']"
1099,"['The', 'popular', 'It', 'isnt', 'good', 'The', 'story', 'line', 'poor', 'plot', 'twist', 'It', 'make', 'sense', 'It', 'popular', 'Bcz', 'Netflix', 'actor', 'Wi', 'ha', 'joon', 'hoyeon', 'jong', 'r', 'pretty', 'hot', 'Theire', 'acting', 'isnt', 'bad', 'best', 'I', 'watch', 'till', 'end', 'wasnt', 'bad', 'couldve', 'better', 'just', 'got', 'worse', 'There', 'r', 'sm', 'k', 'drama', 'deserve', 'hype', 'like', 'sweet', 'home', 'penthouse', 'hotel', 'del', 'luna', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
209,"['Very', 'minor', 'spoiler', 'The', 'phenomenal', 'Id', 'recommend', 'ending', 'weak', 'The', 'second', 'half', 'episode', 'honestly', 'weakened', 'rating', 'star', 'Still', 'worth', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
506,"['Main', 'character', 'completely', 'unlikeable', 'end', 'story', 'Other', 'awesome', 'game', 'character', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1066,"['One', 'best', 'show', 'Ive', 'watched', 'I', 'hate', 'VIPs', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
306,"['Series', 'lost', 'thrill', 'th', 'Episode', 'Just', 'average', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
513,"['Promising', 'storyline', 'interesting', 'plot', 'point', 'realistic', 'cultural', 'context', 'aswell', 'social', 'dispute', 'Squid', 'Game', 'interesting', 'unique', 'element', 'trough', 'showcasing', 'present', 'reality', 'cruel', 'decent', 'written', 'script', 'great', 'acting', 'The', 'con', 'defiently', 'VIPs', 'acting', 'ending', 'Would', 'recommend', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
917,"['This', 'series', 'breath', 'fresh', 'air', 'The', 'cinematography', 'script', 'acting', 'series', 'amazing', 'I', 'highly', 'recommend', 'people', 'watch', 'The', 'character', 'memorable', 'The', 'game', 'brutality', 'make', 'edge', 'seat', 'action', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
198,"['Squid', 'game', 'I', 'evolution', 'Battle', 'Royale', 'genre', 'I', 'mean', 'premise', 'putting', 'x', 'people', 'deathmatch', 'situation', 'best', 'luckiest', 'individual', 'alive', 'This', 'heavily', 'reminds', 'Gyakkyou', 'Burai', 'Kaiji', 'Ultimate', 'Survivor', 'Anime', 'movie', 'called', 'As', 'god', 'series', 'did', 'quite', 'unique', 'unthinkable', 'deconstructs', 'trope', 'clichesHonestly', 'You', 'feel', 'everyones', 'struggle', 'motivation', 'point', 'relatableI', 'highly', 'recommend', 'watch', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
910,"['When', 'kill', 'doctor', 'leftThe', 'woman', 'moved', 'game', 'went', 'play', 'marble', 'game', 'game', 'finished', 'came', 'played', 'pair', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
289,"['Ok', 'I', 'chest', 'It', 'really', 'annoys', 'people', 'just', 'dont', 'realistic', 'review', 'movie', 'tv', 'show', 'giving', 'saying', 'best', 'thing', 'saying', 'worst', 'thing', 'serve', 'purpose', 'feel', 'gap', 'people', 'life', 'hobby', 'I', 'especially', 'annoying', 'people', 'rate', 'zero', 'say', 'I', 'bored', 'minute', 'turned', 'hey', 'buddy', 'dont', 'review', 'youre', 'mature', 'invest', 'time', 'Go', 'watch', 'Tik', 'Tok', 'video', 'insteadOk', 'rant', 'lolI', 'sake', 'having', 'background', 'I', 'worked', 'home', 'It', 'huge', 'mistake', 'I', 'kept', 'concentrating', 'work', 'background', 'Sorry', 'bos', 'I', 'did', 'change', 'stuff', 'I', 'realised', 'I', 'wanted', 'watchThe', 'basic', 'premise', 'simple', 'people', 'huge', 'debt', 'really', 'live', 'offered', 'game', 'winner', 'get', 'huge', 'amount', 'money', 'Simples', 'What', 'dont', 'know', 'dieI', 'dont', 'know', 'Korea', 'just', 'nail', 'come', 'creating', 'character', 'fallible', 'likeable', 'They', 'make', 'bad', 'guy', 'real', 'aholes', 'relatable', 'fleshed', 'theyre', 'just', 'dimensional', 'villainsAnyway', 'I', 'wont', 'spoil', 'say', 'really', 'good', 'It', 'doesnt', 'glorify', 'death', 'theyre', 'grim', 'matter', 'fact', 'series', 'progress', 'theyve', 'developed', 'character', 'youve', 'invested', 'death', 'hit', 'pretty', 'hard', 'I', 'sort', 'assumed', 'survive', 'feel', 'like', 'completely', 'self', 'contained', 'like', 'didnt', 'expect', 'second', 'seriesWatch', 'enjoy', 'just', 'dont', 'come', 'review', 'like', 'child']"
570,"['Very', 'series', 'They', 'exceptional', 'job', 'Netflix', 'money', 'Definitely', 'recommend', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
376,"['Im', 'sure', 'time', 'seen', 'series', 'Im', 'glad', 'watched', 'minute', 'came', 'Netflix', 'For', 'havent', 'lot', 'meme', 'clip', 'showcased', 'FB', 'Tiktokand', 'honesty', 'watching', 'absolute', 'treatWe', 'aware', 'Koreans', 'leave', 'awe', 'come', 'series', 'movie', 'create', 'And', 'Squid', 'Game', 'interesting', 'unique', 'concept', 'left', 'fascinated', 'end', 'Some', 'think', 'just', 'series', 'gruesome', 'game', 'involved', 'frankly', 'make', 'exciting', 'like', 'hellShort', 'sweet', 'contained', 'episode', 'ending', 'curious', 'wanting', 'understand', 'plot', 'message', 'meant', 'deliverWould', 'want', 'Season', 'I', 'know', 'I']"
