Class,Review,Review
2,"It had good moments till vip episode but overall games sucked and too childish and then the ending and last few episodes sucked..........................
 
  
 
  4 out of 5 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","He had good moments before the VIP episode, but the games overall sucked and too childish, then the end and the last episodes were zero ............... ...........
 
  
 
  4 out of 5 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"I read disappointment from many about the finale of the series. A more decisive finale would just have ended the story (and the series). This ending, instead leaves the door ajar for a continuation. I hope this happens.
 
  
 
  
 
  0 out of 0 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I read the disappointment of a lot on the final of the series. A more decisive final would have ended history (and the series). This end rather leaves the door ajar for a continuation. I hope this happens.
 
  
 
  
 
  0 on 0 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Better than expected. Dont wach the dubs. Original is way better. Sorry about the VIPs they are terrible. Other than that. Amazing until the last second.....
 
  
 
  0 out of 0 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Better than expected. Do not encourage the dubs. The original is much better. Sorry for the VIPs, they are terrible. Other than that. Incredible until the last second .....
 
  
 
  0 on 0 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"All the dubbed English voice overs sound like they're doing voices for a Disney movie...badly. For people here who say it doesn't ruin it for them, I don't see how that's even possible. It's so comical it takes you out of the story completely.
 
  
 
  2 out of 8 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","All lined English voices seem to make voices for a Disney film ... bad. For people here who say that it does not ruin it for them, I do not see how it is even possible. It's so comical that it comes out completely from history.
 
  
 
  2 out of 8 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"The scene in the 3rd episode where the woman is screaming that she has to pee? I can't remember the last time I've seen acting so awful. Both the actress and the voice-over actor couldn't be more over-the-top. Almost gave up the whole thing right then.
 
  
 
  1 out of 6 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","The scene of the 3rd episode where the woman shouts that she must pee? I do not remember the last time I saw acting so horrible. The voice actress and actor could not be more exaggerated. Almost abandoned everything at that time.
 
  
 
  1 out of 6 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Ok. Just watched ep 6 and I take back my 2 stars. Still only gave it 7 bc the voice overs still aren't good but you can see in their faces how wonderful the actual actors are in this.
 
  
 
  1 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","OK. I just looked at EP 6 and I take back my 2 stars. He has always given him only 7 BC.
 
  
 
  1 in 2 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Did it entertain me? Yes. Was it new and exciting? Most definitely.Yeah, the VIP's were bad actors and so what. It doesn't matter it's still realllyyy good series.
 
  
 
  1 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Did it entertain me? Yes. Was it new and exciting? More certainly, but the VIPs were bad actors and then what. It doesn't matter that this is always a good series.
 
  
 
  1 in 2 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"This is a series from South Korea in mainly the Korean language
 
 I am 99% sure the reason why the VIPs are talking the way they are is because of this
 
 They are not acting bad, the acting is fine! What feels amiss to us is that they talk slowly and pronounce very clearly, and this is deliberate. They speak slowly and clearly because this show was intended for a Korean audience and not an US or even English speaking audience
 
 and this is why it feels kinda off to those people
 
 We are used to Netflix shows in US or British English where people speak perfect everyday English (whatever that means) and here they tried to ensure a non English speaker or someone with limited English skills can follow the VIP conversations
 
 This is my theory I said what I said
 
 Love this series and it's the best thing that's come off Netflix in a while so think for a minute and stop hating on this detail in an otherwise AWESOME show!
 
  
 
  14 out of 22 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This is a series of South Korea in mainly the Korean language
 
 I am 99% sure that the reason why VIPs speak as they are because of this
 
 They don't act bad, the game is good! What seems bad to us is that they speak slowly and pronounce very clearly, and it is deliberate. They speak slowly and clearly because this show was intended for a Korean audience and not for an American or even English audience
 
 And that's why it's a bit for these people
 
 We are used to Netflix shows in the United States or in British English where people speak perfectly everyday English (whatever it means) and here they have tried to make sure that a non-English speaker or a person with limited English skills can follow VIP conversations
 
 This is my theory, I said what I said
 
 I love this series and it is the best thing that came out of Netflix in a moment so think a minute and stop hate this detail in a show differently great!
 
  
 
  14 out of 22 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Had me hooked. A very compelling story well written and acted, but please provide more accurate and consistent subtitles- surely this should not be a difficult task?
 
  
 
  2 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Had hooked me. A very convincing story well written and played, but please provide more precise and consistent subtitles - should that not be a difficult task?
 
  
 
  2 out of 3 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"If the winning guy is feeling bad about his friends deaths why hasn't he helped their families for more than a year leaving them to live their miserable lives and they could've died by this time. It doesn't makes sense at all which is a crappy thinking by the director.
 
  
 
  
 
  2 out of 6 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","If the winner feels bad about the death of his friends, why did he not help their family for more than a year, letting them live their miserable life and they could have died at that time . It doesn't make sense at all, which is a shitty thought of the director.
 
  
 
  
 
  2 out of 6 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"So good I can't even describe it , story acting everything is soooooo goooood !
 
  
 
  9 out of 13 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","So good that I can't even describe it, the story acting everything is so gooooo!
 
  
 
  9 out of 13 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"I have to agree that the VIPs were the worst part of this show lol
 
 Even watching the show in Korean, you think they dubbed the VIP voices. Luckily for us they don't show their faces lol.
 
  
 
  0 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I must agree that VIPs were the worst part of this show lol
 
 Even watching the program in Korean, you think they nicknamed VIP voices. Fortunately for us, they do not show their faces lol.
 
  
 
  0 on 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Nostalgia. Reminded me of the 90s where I went through a phase of buying or renting every VHS tape that had a tartan label. From there I couldn't sleep for a while! This show is very good and will hook you in. However like other reviews it is slightly ruined by the cheezy B list VIP actors! It's like they ran out of actors late in the season and grabbed a few guys from a bar! Please take note of this for the next installment as it's an entertaining show.
 
  
 
  0 out of 0 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Nostalgia. It reminded me of the 90s when I crossed a phase of purchase or rental of all the VHS cassettes which had a tartan label. From there, I couldn't sleep for a while! This show is very good and will hang you. However, like the other criticisms, it is slightly ruined by the VIP actors of the Cheezy B list! It is as if they lacked actors at the end of the season and caught a few guys from a bar! Please note this for the next episode because it is an entertainment show.
 
  
 
  0 on 0 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Squid game serie was shot in a perfect angles, not even a single frame was shot in a noticeable error, direction was marvelous, casting is well selected, and yes i really loved the vip's characters, what do you want a serious straight personalities? Who is going to watch this games must be sick, pervert, unbalanced and full of sins.. So please stop
 
 reviewing based on personal imagination. 9/10 first Korean serie ever watched.
 
  
 
  3 out of 5 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Squid Game Serie was filmed in a perfect angle, not even a single frame was filmed in a notable error, the management was wonderful, the casting is well selected, and yes I really loved the characters of the VIP, what do you want Do you a serious hetero personality? Who will watch these games must be sick, perverse, unbalanced and full of sins. So stop
 
 Examination based on personal imagination. 9/10 First Korean series never watched.
 
  
 
  3 out of 5 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"This is a horrible show. The idea could have merit but the extremes on everything from the over acting, language, bad translation, script, over the top on blood and gore made trying to watch painful. I have also heard a lot of kids are watching this - it is definitely not a family friendly show.
 
  
 
  3 out of 7 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","It is a horrible show. The idea could have deserves, but the extremes on all over-aging, language, bad translation, script, above blood and blood made try to look painful. I also heard that many children are watching that - it is certainly not a family show.
 
  
 
  3 out of 7 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"This is a hard movie to watch but something that could happen in real life too. Good acting by the main characters.
 
  
 
  2 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","It is a difficult film to watch, but something that could also happen in real life. Good game by the main characters.
 
  
 
  2 out of 3 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
1,"I just dont understand the point ...ok, great show
 
 but when you finish, you will just be in shock asking ..but why ?It's certainly not a fun show to watch an laugh ...not sending any message for society or being good wins after all
 
 the lead character is great actor... and all other character were so fit.But really ...why this is no.1 watched in the world right now ?
 
  
 
  0 out of 5 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I just don't understand the point ... ok, great show
 
 But when you finish, you will be just in shock to ask ... but why? It is certainly not a fun show to watch a laugh ... Do not send any message for society or be good victories after all
 
 The main character is a big actor ... And all the other characters were so in good shape, but really ... why is the n ° 1 observed in the world at the moment?
 
  
 
  0 out of 5 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"I appreciated the importance of Squid Game taking on the inequality and cruelty of Capitalism for the first half of this series. Then things got muddled. The plot becomes full of holes and dead ends. We find out that the only motivation for the Game was some bored, over-rich friends looking for fun, That's all. I was really expecting something original.Most of the characters never developed any subtlety. We are left with the Bully, the Greedy guy, the Crazy Lady, the Cool but Wise Young Women, the Clever Old Man, the Loser with a Heart of Gold, and a hundred Heartless Minions with no apparent backstory. And the VIPs were just comical.Squid Game cries out for a second season to explain all the lingering questions about the origins and motivation of the people who started and ran the Game. But I don't think I care enough about that to sit through another few hundred horribly cruel deaths again.
 
  
 
  
 
  5 out of 9 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I appreciated the importance of taking Calmar game on the inequality and cruelty of capitalism for the first half of this series. Then things were confined. The intrigue becomes full of holes and dead ends. We discover that the only motivation for the game was bored and too rich friends in search of pleasure, that's all. I really expected something original. Most of the characters have never developed subtlety. We end up with the intimidator, the gourmet guy, the madwoman, the young but wise young women, the intelligent old man, the loser with a heart of gold and a hundred heartless servants without apparent history. And the VIPs were simply comical. The dark game screams for a second season to explain all the persistent questions about the origins and the motivation of the people who started and directed the game. But I don't think I care enough to pass again through a few hundred horribly cruel dead.
 
  
 
  
 
  5 out of 9 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"It is a fantastic thriller series. First episode itself set the tone of the series and throughout the series I didn't have a dull moment. Now, I am eagerly waiting for its sequel.
 
  
 
  0 out of 0 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","It's a fantastic thriller series. The first episode itself set the tone for the series and throughout the series, I had no boring moment. Now, I look forward to its suite.
 
  
 
  0 on 0 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Korean Actors are great. Every character played their role in excellence. Till episode 6 it's great. Later it's foolish.. showing capitalists people in stupid roles later on.. the Makers have some agenda in their mind.. Another Classic Series.. Ruined in later half..
 
  
 
  1 out of 4 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Korean actors are great. Each character played his role in excellence. Until episode 6, it's great. Later, it's stupid .. showing that capitalists in stupid roles later. The manufacturers have an agenda in their minds. Another classic series .. ruined in half later.
 
  
 
  1 out of 4 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Don't believe the hype.Don't get me wrong, the show was entertaining and watchable, the cast mostly did a good job, the visuals were good.I liked it. But that's it. I just liked it. I wasn't blown away, it wasn't anything new to me, I won't remember this as a great show, I won't remember it as something that made me think about it a long time after watching.It had nothing that stood out, no great twist, no real depth. Surely some people won't agree on this point, but if you consider the obvious criticism on capitalism shown here as something deep... yeah.I found the build up in the first 4 episodes considerably more enjoyable than the second half of the series. The ending was just ok. Nothing more.So in summary this was solid entertainment. Definitely not worth the hype but enjoyable if you have nothing better to do with your time.","Do not believe the media threshing. Do not get me wrong, the show was entertaining and observable, the casting especially did a good job, the visuals were good, I liked it. But that's all. I just liked it. I was not blown away, it was nothing new for me, I will not remember that as a big show, I will not remember it as something that made me think long after watching . Who stood out, no great twist, no real depth. Some people will surely not agree on this point, but if you consider the obvious criticism of capitalism shown here as something deep ... Yeah. I found the construction in the first 4 episodes considerably more pleasant than the second half of the series. The end was just ok. Nothing more. In summary, it was solid entertainment. Certainly is not worth the media but pleasant threshing if you have nothing better to do with your time."
0,"Low effort program basically designed to entertain simple people who like to watch people die. Not even remotely good, the bar continues to sink.
 
  
 
  4 out of 10 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Low effort program designed to entertain simple people who like to watch people die. Not even from a distance, the bar continues to flow.
 
  
 
  4 out of 10 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Its good thriller scenes , make viewers want to what happened next . Action & acting are good. There is Hunger games or Death race vibes ,But however i feel its way more predictable. For a TV series fan i think it obvious that from the first scenes where the games introduced can predict its a death game or like when meeting Number 01 player it gets the vibe that he is involved.When they first leave the games that they obviously come back.Only scene that i didn't get a vibe before was last scene that he kill himself.Nevertheless good thriller considering its Korean.
 
  
 
  
 
  0 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","His good thriller scenes make viewers want what happened next. The action and the game are good. There are hunger games or death breed vibrations, but however I feel much more predictable. For a fan of the television series, I think it is obvious that from the first scenes where the games introduced can predict, it is a death game or as when meeting with number 01, he obtains the atmosphere that he is involved. When they first leave the games they obviously come back.onnly scene that I did not have any atmosphere before was the last scene he kills himself. Less a good thriller considering his Korean.
 
  
 
  
 
  0 on 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"..... The heck.... Did I just watch?Very interesting show. Extremely violent so if you're not into that type of thing I would not recommend!
 
  
 
  2 out of 6 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","..... the devil ... Do I just looked at? Very interesting show. Extremely violent so if you are not in this type of thing, I would not recommend!
 
  
 
  2 out of 6 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
1,"Too many loose ends, ridiculous ending, not even B-level acting from the VIPs (special characters that show up later).Why colour your hair red? C'mon.
 
  
 
  4 out of 6 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Too many loose ends, a ridiculous end, not even a level B acting of VIPs (special characters that appear later). For color your red hair? Come on.
 
  
 
  4 out of 6 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"I've just finished the last episode yesterday so I gave myself a day to recollect my thoughts.I don't want to write spoilers but as I see how big is the hype around it it's almost impossible to do so.If you haven't seen any movies with similar message then then you'll probably will give this one higher score for sure.I saw many and have to say that it is a solid 7/10
 
 The character build up starts okay. Later episodes mess up this with the so called VIP's characters are bad. Add bad acting too.The conversations are a bit plain.The storyline is too predictable but not bad.The settings and visuals are very good.The games are good too.The ending is very meh.So these are my thoughts without spoilers.(I watched it in English as I read about it is a slightly different then the Korean original)","I just finished the last episode yesterday, so I gave myself a day to remember my thoughts. T seen all the movies with a similar message, so you will probably give yourself a higher score, I have seen a lot and I must say that it is a solid 7/10
 
 The construction of the character begins well. Subsequent episodes spoil this with the so-called VIP characters are bad. Also add a bad game. The conversations are a little simple. The scenario is too predictable but not bad. I looked at it in English while I read on this subject is a little different from the Korean original)"
2,"Very unique storyline that entertain you each of episode and very much engaging. Each game that are featured is simple yet thrilling. You don't want to miss this one.
 
  
 
  1 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Very unique storyline that entertains you each of the episode and very engaging. Each star game is simple but exciting. You don't want to miss it.
 
  
 
  1 in 2 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"The acting and character development from the main cast is outstanding! The storyline was AMAZING. I was hooked straight away.It would have received a 10 if the VIP acting was better, they were shockingly bad and sometimes hard to ignore.And there were also little things that were never finished/explained:
 
 The coughing morse code from 28 to 29.The battery life of 29's phone, even the leader uses a landline.The police chief definitely caught some of what the police guy (29) was saying on the phone. Why was no back-up whatsoever sent to his location?Why did the last guy give up after just being bit in the leg but 456 was stabbed twice and able to fight and win? I'm guessing that he just gave up and wanted 456 to win?The married couple that returned and acted shocked that only one of them could leave alive. They knew there could only be one winner in the end.I was super gutted that the girl was randomly impaled by glass (why did they blow up the glass, it could have killed all three finalists, risking losing a final winner).Was 001 called number 1 as he was secretly the winner. Did he secretly want to let 456 win? Did he allow it to happen? Isn't that going against the ""fairness"" of the games?456 winning Squid Game as a child in the first scene in the pilot episode, totally ruined the series, I KNEW that would be the final game, so it was OBVIOUS he was going to win. I still enjoyed the ride, but it was something that at least should have had a flash back too during the last game, as I haven't seen anyone else make this comment; did they forget about it?His hair looked awful red. That is all.Why did he suddenly become impulsive and want to hunt down the gamers? Will their be a season 2? I don't understand how he thinks he can take them down; the police don't believe him and the leader/VIPs are billionaires so can hide everything/kill everyoneHe abandoned his daughter AGAIN.He was going to ditch the prize money AGAIN.When the first group of people were released, the prize money was meant to go to the bereaved families, but when the majority returned, the prize money remained. Does this mean they were lying? (because they secretly lied about a lot!) or was this a plot hole oversight?The leader said to keep an eye on those who didn't return to the game from the first round, but if I'm correct, nothing came of this? I was expecting it to flash outside every now and then, tracking those people down?One of the masked gang mentioned to 29 that if the top door in the tunnel ladder thing opened, the bomb would go off... 29 opened it later in the series whilst grinning at the leader, but no bomb went off? I was expecting a massive explosion to go off at any point as this was planted in our heads, but never happened. Bit disappointed with that.How did that annoying woman survive? When asked to partner up, she was left alone, why did they let her survive? But she was a weak underdog? That makes no sense... she survived the round but didn't have to compete?The police man that just dumped the diving gear on the rocks (that was being tracked), I kept thinking ""chuck it in the water so they're thrown off"" but no, he left it there and was easily found.Another police man one... He was trying to find his brother who had been recently untraceable. His brother was the leader... who had clearly been there a long time. How does this work? Or had he only ""disappeared"" during the latest games. This definitely needed more explanation.Now that I think about it, there were A LOT of plot holes, but during watching it and before I started analysing it, I thoroughly enjoyed it.I would recommend and likely watch again! I love geeking out like this; that's how I know when I've loved something; when I can't stop thinking and analysing it!
 
  
 
  
 
  40 out of 56 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","The acting and the development of the characters in the main distribution are exceptional! The story was incredible. I was immediately addicted.
 
 The Toux Morse code from 28 to 29 to 29. The 29 telephone battery life, even the leader uses a fixed line. The police chief definitely caught part of what the policeman (29) said on the phone. Why was no back-ups sent to its location? Why did the last guy abandoned after being bitten in the leg, but 456 was stabbed twice and was he able to fight and win? I guess he just gave up and want 456 to win? The married couple who returned and acted shocked that only one of them can go alive. They knew that there could be only one winner at the end. I was super emptied that the girl was impaled at random by the glass (why did they blend the glass, it could have killed the three finalists, risking losing a final winner). Called number 1 because he was secretly victorious. Did he secretly want to leave 456 win? Did he allow this to happen? Does this go against the ""equity"" of the matches? 456 Winning Squid Game Child in the first scene in the pilot episode, completely ruined the series, I knew it would be the last match, so it was obvious that he was going to win. I have always appreciated the ride, but it was something that should have at least had a flash behind during the last match, because I saw no one else make this comment; Did they forget it? Her hair looked horrible red. That's all. Why did he suddenly become impulsive and wanted to track down players? Will it be a season 2? I do not understand how he thinks he can shoot them; The police do not believe it and the leader / vips are billionaires and can hide / kill everyone, he has gave up again. To go to bereaved families, but when the majority returned, the price has remained. Does that mean that they were lying? (Because they secretly lied about a lot!) Or was it monitoring the intrigue hole? The leader said to keep an eye on those who did not return to the game in the first round, but if I was right, nothing came from that? I expected it to flash from time to time outside, following these people? The series smiling at the leader, but no bomb has died? I expected that a massive explosion is triggered at any time because it was planted in our heads, but never happened. A little disappointed with that. How did this boring woman survive? When they asked her to associate himself, she was left alone, why did they let her survive? But was she a weak outsider? It makes no sense ... She survived the round but did not have to compete? The policeman who has just thrown the diving equipment on the rocks (which was followed), I kept thinking ""throwing it in the water so that they therefore withdrew from"" but no, he left there and was easily found. Another police officer ... he was trying to find his brother who had been recently not found. His brother was the leader ... who had been clearly there for a long time. How does this work? Or had ""disappeared"" only in the last games. It really required more explanations. Now that I think about it, there were a lot of plot holes, but during the gaze and before starting to analyze it, I really enjoyed it. I would recommend and I would probably look again! I love to make an air like that; This is how I know when I loved something; When I can't stop thinking and analyzing it!
 
  
 
  
 
  40 out of 56 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Seen this story line a few times before. Pretty average to me. Reminds me of saw x hunger games. Didn't like the ending one bit and I'm failing to see what the moral of the story is. Definitely watchable and I did enjoy it just felt a little underwhelmed and disappointed at the end. I would love to see a US remake of this.
 
  
 
  0 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Given this story several times before. Eside me enough for me. It reminds me of the Saw X Hunger games. I did not like the end and I do not see what is the moral of history. Certainly observable and I appreciated that it felt a little disappointed and disappointed at the end. I would love to see an American remake of this.
 
  
 
  0 out of 2 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Wtf was the vip acting, i cringed so hard. Rest of the movie was amazing.
 
  
 
  1 out of 1 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","WTF was the acting VIP, I grinned so hard. The rest of the film was incredible.
 
  
 
  1 out of 1 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"You have to be really bored to watch it. The point behind the plot is really interesting especially in our days, but I wouldn't recommend it. I regret the time spending watching it.
 
  
 
  
 
  2 out of 7 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","You have to get bored to look at it. The point behind the plot is really interesting, especially these days, but I would not recommend it. I regret the time to spend watching it.
 
  
 
  
 
  2 out of 7 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Since you're here it's not really possible to tell you to go into the series not knowing anything about it, like I did. I read something about the VIPS being poor actors so I was constantly looking for them VIPS who eventually play a minor role at the end of the series.I see some people giving the series such a low score because of it, but in my opinion you're doing the series no good by that.I had such an amazing time with the series and tried not to finish it too fast. Eventually I finished it in 3 runs but I could finish it in one run it's that fun.The series never follow the American standardized way of a build up and the way choices are made. There were many moments where I expected something to happen where the opposite happend.The series is fast and original with great actors. Yes there is a lot of gore and violence, but fast enough you'll see it's not (solely) about that. Especially the episode Gganbu is some of the best I've ever seen in a series.If you're doubting about seeing it; give it a try, it is amazing!","Since you are here, it is not really possible to tell yourself to enter the series without knowing anything, as I did. I read something on VIPs being poor actors, so I constantly sought them from VIPs that end up playing a minor role at the end of the series. I see some people give the series a score so weak because of this, but in my opinion you ""I do not do the series not good by that. I had an incredible time with the series and tried not to finish it too quickly. Finally, I finished it in 3 points, but I could finish it in a single race, it's also fun. The series never follows the American standardized way of accumulation and the way in which the choices are made. There were many times when I expected that something happens when the opposite happened. The series is fast and original with great actors. Yes, there is a lot of blood and violence, but fairly quickly, you will see that it is not (only) on this subject. Especially the GGANBU episode is among the best I have ever seen in a series. If you doubt it; Try it, it's incredible!"
2,"I have never seen a ""last man standing gets the money"" movie/series that pulled me in as much as this did. I was at the edge of my seat the entire time. (Not just because I had to read the subtitles) the raw emotion and human spirit that was shown throughout, and especially at the very end by the main character, was emotionally moving, to say the least. The mental and emotional damage shown by the players towards throughout felt so genuine. You found yourself cheering for the characters, only to be hit by the gravity of what is to happen after. They say money doesn't buy happiness, I disagree to an extent. Money would solve all of my depression right now. I have a happy marriage with a lovely wife, a beautiful son, and a decent house. However, we are so in debt due to NICU bills and other debts, and are about to lose our home. I have been thrown so low to the point of some of these characters, and I could relate to them. Would I be a part of Squid Game? Definitely not. I have too much to lose. Beautiful, yet sobering series.
 
  
 
  12 out of 21 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I have never seen a ""Last Man Standing Get the Money"" film / series that attracted me as much as that. I was at the edge of my seat all the time. (Not only because I had to read the subtitles) The raw emotion and the human mind which were shown throughout, and especially at the very end of the main character, was at least emotionally. The mental and emotional damage shown by players to everywhere were so authentic. You found yourself encouraging the characters, to be struck by the gravity of what will happen afterwards. They say that money does not buy happiness, I do not agree to some extent. Money would resolve all my depression at the moment. I have a happy wedding with a charming wife, a beautiful son and a decent house. However, we are so indebted due to the bills of the factory and other debts, and we are about to lose our house. I was thrown so low to the point of some of these characters, and I could identify with them. Would I be part of the squid game? Definitely not. I have too much to lose. Beautiful series but sober.
 
  
 
  12 out of 21 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Not often do I watch foreign films but sometimes there is a jem. This is one for sure. .Do yourself a favor dont dub it in with your language, hear and feel the real actor, his or her voice and emotions. The subtitles will come easily after the first 15 mins.. . I found the acting great..just ignore the VIPS part lol..that passes fairly quickly anyway..otherwise some you may become fond of, it causes emotions to rise and fall, there is mystery, suspense, some comedy, but mostly it holds you on the edge to what will be next. Who is who..and so forth. I enjoyed so much I went on the hunt for another Korean show..im now enjoying (not as good as Squid in my eyes)Sweet Home. Highly recommend Squid.
 
  
 
  3 out of 5 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I don't often watch foreign films, but sometimes there is a Jem. It is for sure. . Make yourself a favor, do not doubt it with your language, do not hear and feel the real actor, his voice and his emotions. The subtitles will come easily after the first 15 minutes ... I found the big actor ... just ignore the vip parts lol ... which goes quite quickly anyway ... otherwise some you might like , that brings up and falling emotions, there is mystery, suspense, comedy, but above all it holds you on the edge to what will be. Who is who ... and so on. I enjoyed so much that I went hunting for another Korean show ... I take advantage now (not as good as the calmar in my eyes) soft house. I highly recommend Squid.
 
  
 
  3 out of 5 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Been waiting for such a show with that much suspense.I loved movies that had similar storylines like Would you Rather & Saw.This is the cream of the crop.I am waiting for the sequel. I would hope for the games to be more complex though.
 
  
 
  2 out of 4 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I was waiting for such a spectacle with so much suspense. I loved the films that had similar scripts as you warn rather and you see. It is the cream of the harvest. I'm waiting for what's next. I hope, however, that the games will be more complex.
 
  
 
  2 out of 4 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
